text,label
Breaking: Google confirms conspiracy on AI.,0
President just exposed the truth about AI!,0
WHO just exposed the truth about elections!,0
Breaking: President confirms conspiracy on cybersecurity.,0
WHO just exposed the truth about education!,0
Apple confirmed safety updates for education.,1
Breaking: Microsoft confirms conspiracy on education.,0
Apple confirmed safety updates for COVID-19.,1
UN announces new policy on education.,1
UN reports a major development in climate change.,1
NASA announces new policy on COVID-19.,1
Microsoft reports a major development in education.,1
President confirmed safety updates for COVID-19.,1
Elon Musk just exposed the truth about education!,0
Shock! Apple was spotted at secret meeting about education.,0
Apple confirmed safety updates for elections.,1
Elon Musk announces new policy on cybersecurity.,1
Elon Musk successfully hosted international summit on elections.,1
Massive cover-up: Google related to elections revealed!,0
NASA reports a major development in economy.,1
UN reports a major development in cybersecurity.,1
Google just exposed the truth about AI!,0
Shock! Google was spotted at secret meeting about climate change.,0
Massive cover-up: Microsoft related to healthcare revealed!,0
Microsoft just exposed the truth about COVID-19!,0
Massive cover-up: Google related to cybersecurity revealed!,0
Shock! Microsoft was spotted at secret meeting about AI.,0
NASA reports a major development in economy.,1
Apple just exposed the truth about climate change!,0
Elon Musk announces new policy on education.,1
President announces new policy on COVID-19.,1
NASA announces new policy on climate change.,1
WHO just exposed the truth about elections!,0
Massive cover-up: Apple related to economy revealed!,0
Google successfully hosted international summit on education.,1
UN reports a major development in AI.,1
Shock! UN was spotted at secret meeting about climate change.,0
Breaking: Google confirms conspiracy on healthcare.,0
Apple reports a major development in climate change.,1
Apple just exposed the truth about elections!,0
Google confirmed safety updates for healthcare.,1
UN reports a major development in AI.,1
WHO announces new policy on climate change.,1
Microsoft just exposed the truth about healthcare!,0
Massive cover-up: WHO related to cybersecurity revealed!,0
Google confirmed safety updates for healthcare.,1
Microsoft just exposed the truth about AI!,0
Apple just exposed the truth about economy!,0
Elon Musk successfully hosted international summit on climate change.,1
Shock! Apple was spotted at secret meeting about healthcare.,0
WHO just exposed the truth about cybersecurity!,0
Shock! President was spotted at secret meeting about education.,0
Shock! UN was spotted at secret meeting about economy.,0
Microsoft just exposed the truth about economy!,0
Breaking: Google confirms conspiracy on cybersecurity.,0
President announces new policy on elections.,1
Shock! Google was spotted at secret meeting about elections.,0
UN just exposed the truth about economy!,0
UN announces new policy on COVID-19.,1
Elon Musk just exposed the truth about cybersecurity!,0
Breaking: Google confirms conspiracy on healthcare.,0
Apple successfully hosted international summit on cybersecurity.,1
Elon Musk confirmed safety updates for healthcare.,1
Microsoft successfully hosted international summit on COVID-19.,1
Google successfully hosted international summit on COVID-19.,1
Microsoft announces new policy on AI.,1
Breaking: NASA confirms conspiracy on AI.,0
Breaking: Microsoft confirms conspiracy on climate change.,0
Google announces new policy on climate change.,1
WHO announces new policy on climate change.,1
Massive cover-up: President related to COVID-19 revealed!,0
Elon Musk successfully hosted international summit on economy.,1
NASA successfully hosted international summit on cybersecurity.,1
Shock! NASA was spotted at secret meeting about education.,0
President reports a major development in elections.,1
UN reports a major development in COVID-19.,1
Massive cover-up: President related to healthcare revealed!,0
UN just exposed the truth about education!,0
Elon Musk successfully hosted international summit on AI.,1
UN reports a major development in AI.,1
Google announces new policy on AI.,1
Breaking: WHO confirms conspiracy on cybersecurity.,0
Massive cover-up: Elon Musk related to cybersecurity revealed!,0
UN confirmed safety updates for economy.,1
Massive cover-up: Apple related to AI revealed!,0
UN reports a major development in climate change.,1
Elon Musk announces new policy on economy.,1
NASA successfully hosted international summit on climate change.,1
Microsoft just exposed the truth about education!,0
NASA just exposed the truth about AI!,0
Elon Musk just exposed the truth about cybersecurity!,0
NASA just exposed the truth about education!,0
President confirmed safety updates for elections.,1
Elon Musk reports a major development in economy.,1
Elon Musk confirmed safety updates for COVID-19.,1
Breaking: UN confirms conspiracy on elections.,0
Breaking: Google confirms conspiracy on education.,0
Shock! Elon Musk was spotted at secret meeting about elections.,0
Google reports a major development in climate change.,1
Shock! President was spotted at secret meeting about economy.,0
NASA successfully hosted international summit on economy.,1
NASA confirmed safety updates for climate change.,1
Shock! Elon Musk was spotted at secret meeting about AI.,0
WHO successfully hosted international summit on COVID-19.,1
Elon Musk announces new policy on AI.,1
Shock! Microsoft was spotted at secret meeting about elections.,0
UN reports a major development in economy.,1
UN just exposed the truth about cybersecurity!,0
Google confirmed safety updates for AI.,1
Shock! Google was spotted at secret meeting about elections.,0
Google confirmed safety updates for healthcare.,1
WHO confirmed safety updates for climate change.,1
Breaking: Elon Musk confirms conspiracy on education.,0
Apple announces new policy on economy.,1
Breaking: Elon Musk confirms conspiracy on economy.,0
Apple announces new policy on education.,1
Breaking: President confirms conspiracy on healthcare.,0
Massive cover-up: UN related to climate change revealed!,0
NASA announces new policy on COVID-19.,1
Massive cover-up: Google related to climate change revealed!,0
Massive cover-up: NASA related to COVID-19 revealed!,0
President reports a major development in elections.,1
Google announces new policy on cybersecurity.,1
Shock! NASA was spotted at secret meeting about education.,0
Google announces new policy on economy.,1
Massive cover-up: Elon Musk related to climate change revealed!,0
Shock! Microsoft was spotted at secret meeting about COVID-19.,0
Shock! President was spotted at secret meeting about AI.,0
Shock! UN was spotted at secret meeting about climate change.,0
President reports a major development in education.,1
President reports a major development in cybersecurity.,1
Massive cover-up: Google related to economy revealed!,0
Massive cover-up: Google related to climate change revealed!,0
NASA successfully hosted international summit on climate change.,1
Shock! UN was spotted at secret meeting about healthcare.,0
Microsoft announces new policy on education.,1
Google reports a major development in elections.,1
WHO successfully hosted international summit on COVID-19.,1
Massive cover-up: Apple related to healthcare revealed!,0
